flare_id,flare_class,flare_time,flare_intensity,duration_min,active_region,Kp_max_48h,Dst_min_48h,storm_level,severity,correlation_status,event_name,geomagnetic_response
202412110554,M1.9,2024-12-11 06:04:00,1.9e-05,14.0,,2.333,-30.0,No Storm,Low,No Significant Response,M1.9 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -30.0 nT)"
202412111003,M2.7,2024-12-11 10:06:00,2.7e-05,6.0,3920.0,2.333,-17.0,No Storm,Low,No Significant Response,M2.7 Solar Flare (AR 3920),"No Storm (Kp max: 2.3, Dst min: -17.0 nT)"
202412111532,M6.7,2024-12-11 15:49:00,6.7e-05,23.0,,2.333,-17.0,No Storm,Low,No Significant Response,M6.7 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -17.0 nT)"
202412121731,M2.2,2024-12-12 17:43:00,2.2000000000000003e-05,18.0,,3.0,-17.0,No Storm,Low,No Significant Response,M2.2 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202412122058,M1.2,2024-12-12 21:06:00,1.2e-05,14.0,,3.333,-17.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -17.0 nT)"
202412130311,M1.0,2024-12-13 03:18:00,1e-05,10.0,3922.0,3.333,-20.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 3922),"No Storm (Kp max: 3.3, Dst min: -20.0 nT)"
202412131113,M2.0,2024-12-13 11:24:00,2e-05,16.0,3917.0,3.333,-20.0,No Storm,Low,No Significant Response,M2.0 Solar Flare (AR 3917),"No Storm (Kp max: 3.3, Dst min: -20.0 nT)"
202412131415,M1.0,2024-12-13 14:24:00,1e-05,15.0,,3.333,-20.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -20.0 nT)"
202412152015,M3.1,2024-12-15 20:24:00,3.1e-05,11.0,,5.333,-28.0,G1 (Minor Storm),Moderate,Moderate Correlation,M3.1 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -28.0 nT)"
202412191021,M1.6,2024-12-19 10:38:00,1.6000000000000003e-05,35.0,3924.0,3.667,-21.0,No Storm,Low,No Significant Response,M1.6 Solar Flare (AR 3924),"No Storm (Kp max: 3.7, Dst min: -21.0 nT)"
202412191526,M3.8,2024-12-19 15:34:00,3.8e-05,12.0,,3.667,-21.0,No Storm,Low,No Significant Response,M3.8 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -21.0 nT)"
202412191856,M1.7,2024-12-19 19:00:00,1.7e-05,6.0,,3.667,-21.0,No Storm,Low,No Significant Response,M1.7 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -21.0 nT)"
202412200720,M2.1,2024-12-20 07:26:00,2.1e-05,14.0,,3.333,-21.0,No Storm,Low,No Significant Response,M2.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -21.0 nT)"
202412201115,M2.5,2024-12-20 11:18:00,2.5e-05,6.0,,3.333,-21.0,No Storm,Low,No Significant Response,M2.5 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -21.0 nT)"
202412210033,M1.9,2024-12-21 00:38:00,1.9e-05,8.0,,3.333,-29.0,No Storm,Low,No Significant Response,M1.9 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -29.0 nT)"
202412220403,M1.0,2024-12-22 04:10:00,1e-05,9.0,,3.667,-33.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -33.0 nT)"
202412221406,M1.1,2024-12-22 14:14:00,1.1e-05,16.0,,3.667,-33.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -33.0 nT)"
202412222039,M1.1,2024-12-22 20:49:00,1.1e-05,14.0,,3.667,-33.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -33.0 nT)"
202412230210,M1.0,2024-12-23 02:31:00,1e-05,20.0,,3.667,-30.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -30.0 nT)"
202412230624,M1.0,2024-12-23 06:29:00,1e-05,9.0,,3.667,-27.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -27.0 nT)"
202412231106,M9.0,2024-12-23 11:12:00,9e-05,9.0,,3.667,-27.0,No Storm,Low,No Significant Response,M9.0 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -27.0 nT)"
202412240014,M4.7,2024-12-24 00:19:00,4.7e-05,9.0,,3.333,-27.0,No Storm,Low,No Significant Response,M4.7 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -27.0 nT)"
202412240828,M4.1,2024-12-24 08:41:00,4.1e-05,16.0,,3.333,-17.0,No Storm,Low,No Significant Response,M4.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -17.0 nT)"
202412241402,M1.1,2024-12-24 14:10:00,1.1e-05,11.0,,3.333,-17.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -17.0 nT)"
202412241625,M1.3,2024-12-24 16:34:00,1.3e-05,15.0,,3.333,-17.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -17.0 nT)"
202412241820,M1.1,2024-12-24 18:24:00,1.1e-05,9.0,,3.333,-17.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -17.0 nT)"
202412242015,M1.0,2024-12-24 20:28:00,1e-05,25.0,,3.333,-17.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -17.0 nT)"
202412242224,M1.2,2024-12-24 22:34:00,1.2e-05,17.0,,3.333,-17.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -17.0 nT)"
202412250414,M2.8,2024-12-25 04:30:00,2.8e-05,24.0,,2.0,-17.0,No Storm,Low,No Significant Response,M2.8 Solar Flare,"No Storm (Kp max: 2.0, Dst min: -17.0 nT)"
202412250446,M4.9,2024-12-25 04:49:00,4.9000000000000005e-05,5.0,,2.0,-17.0,No Storm,Low,No Significant Response,M4.9 Solar Flare,"No Storm (Kp max: 2.0, Dst min: -17.0 nT)"
202412252359,M3.1,2024-12-26 00:30:00,3.1e-05,53.0,,1.333,-9.0,No Storm,Low,No Significant Response,M3.1 Solar Flare,"No Storm (Kp max: 1.3, Dst min: -9.0 nT)"
202412260252,M7.4,2024-12-26 03:15:00,7.400000000000001e-05,33.0,3938.0,1.333,-9.0,No Storm,Low,No Significant Response,M7.4 Solar Flare (AR 3938),"No Storm (Kp max: 1.3, Dst min: -9.0 nT)"
202412271527,M1.2,2024-12-27 15:38:00,1.2e-05,17.0,,1.667,-2.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 1.7, Dst min: -2.0 nT)"
202412272029,M3.3,2024-12-27 20:35:00,3.3e-05,11.0,,1.667,-2.0,No Storm,Low,No Significant Response,M3.3 Solar Flare,"No Storm (Kp max: 1.7, Dst min: -2.0 nT)"
202412281112,M4.6,2024-12-28 11:21:00,4.6e-05,18.0,,2.333,-4.0,No Storm,Low,No Significant Response,M4.6 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412281514,M1.3,2024-12-28 15:18:00,1.3e-05,8.0,,2.333,-4.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412282204,M1.2,2024-12-28 22:14:00,1.2e-05,18.0,,2.333,-4.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412290228,M1.0,2024-12-29 02:35:00,1e-05,20.0,,2.333,-4.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412290239,M1.4,2024-12-29 02:46:00,1.4e-05,13.0,,2.333,-4.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412290325,M1.3,2024-12-29 03:30:00,1.3e-05,14.0,,2.333,-4.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412290356,M1.2,2024-12-29 04:05:00,1.2e-05,17.0,,2.333,-4.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412290418,M2.0,2024-12-29 04:30:00,2e-05,26.0,,2.333,-4.0,No Storm,Low,No Significant Response,M2.0 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412290512,M3.2,2024-12-29 05:26:00,3.2000000000000005e-05,19.0,,2.333,-4.0,No Storm,Low,No Significant Response,M3.2 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412290541,M3.5,2024-12-29 05:47:00,3.5000000000000004e-05,16.0,,2.333,-4.0,No Storm,Low,No Significant Response,M3.5 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412290648,M3.1,2024-12-29 06:59:00,3.1e-05,20.0,,2.333,-4.0,No Storm,Low,No Significant Response,M3.1 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -4.0 nT)"
202412290708,X1.1,2024-12-29 07:17:00,0.00011,26.0,,2.333,-6.0,No Storm,Low,No Significant Response,X1.1 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -6.0 nT)"
202412291026,M2.7,2024-12-29 10:39:00,2.7e-05,27.0,,2.333,-6.0,No Storm,Low,No Significant Response,M2.7 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -6.0 nT)"
202412291215,M1.7,2024-12-29 12:24:00,1.7e-05,13.0,,2.333,-6.0,No Storm,Low,No Significant Response,M1.7 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -6.0 nT)"
202412291250,M1.3,2024-12-29 12:56:00,1.3e-05,8.0,,2.333,-6.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -6.0 nT)"
202412291502,M7.2,2024-12-29 15:09:00,7.2e-05,19.0,,4.0,-6.0,No Storm,Low,No Significant Response,M7.2 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412291656,M3.3,2024-12-29 17:08:00,3.3e-05,23.0,,4.0,-6.0,No Storm,Low,No Significant Response,M3.3 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412291746,M1.2,2024-12-29 17:52:00,1.2e-05,20.0,,4.0,-6.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412291758,M1.5,2024-12-29 18:04:00,1.5000000000000002e-05,9.0,,4.0,-6.0,No Storm,Low,No Significant Response,M1.5 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412291827,M3.3,2024-12-29 18:41:00,3.3e-05,30.0,,4.0,-6.0,No Storm,Low,No Significant Response,M3.3 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412292032,M1.1,2024-12-29 20:39:00,1.1e-05,13.0,,4.0,-6.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412292142,M1.5,2024-12-29 21:53:00,1.5000000000000002e-05,20.0,,4.0,-6.0,No Storm,Low,No Significant Response,M1.5 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412292157,M1.9,2024-12-29 22:06:00,1.9e-05,15.0,,4.0,-6.0,No Storm,Low,No Significant Response,M1.9 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412292320,M1.9,2024-12-29 23:30:00,1.9e-05,15.0,,4.0,-6.0,No Storm,Low,No Significant Response,M1.9 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412300033,M1.7,2024-12-30 00:47:00,1.7e-05,24.0,,4.0,-6.0,No Storm,Low,No Significant Response,M1.7 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -6.0 nT)"
202412300250,M1.7,2024-12-30 03:00:00,1.7e-05,17.0,,5.333,-6.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.7 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -6.0 nT)"
202412300401,X1.6,2024-12-30 04:14:00,0.00016,36.0,,5.333,-6.0,G1 (Minor Storm),Moderate,Moderate Correlation,X1.6 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -6.0 nT)"
202412300613,M3.5,2024-12-30 06:25:00,3.5000000000000004e-05,26.0,,5.333,-6.0,G1 (Minor Storm),Moderate,Moderate Correlation,M3.5 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -6.0 nT)"
202412300834,M1.4,2024-12-30 08:40:00,1.4e-05,20.0,,5.333,-6.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.4 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -6.0 nT)"
202412300844,M1.7,2024-12-30 08:50:00,1.7e-05,11.0,,5.333,-6.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.7 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -6.0 nT)"
202412301000,M1.7,2024-12-30 10:11:00,1.7e-05,17.0,,6.0,-6.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M1.7 Solar Flare,"G2 (Moderate Storm) (Kp max: 6.0, Dst min: -6.0 nT)"
202412301434,M3.5,2024-12-30 14:46:00,3.5000000000000004e-05,18.0,,6.667,-6.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M3.5 Solar Flare,"G2 (Moderate Storm) (Kp max: 6.7, Dst min: -6.0 nT)"
202412301645,M5.0,2024-12-30 16:54:00,5e-05,15.0,,8.0,-6.0,G4 (Severe Storm),Severe,Strong Correlation,M5.0 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -6.0 nT)"
202412301714,M1.2,2024-12-30 17:30:00,1.2e-05,20.0,,8.0,-6.0,G4 (Severe Storm),Severe,Strong Correlation,M1.2 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -6.0 nT)"
202412301736,M1.7,2024-12-30 17:42:00,1.7e-05,11.0,,8.0,-6.0,G4 (Severe Storm),Severe,Strong Correlation,M1.7 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -6.0 nT)"
202412301814,M1.6,2024-12-30 18:24:00,1.6000000000000003e-05,20.0,,8.0,-6.0,G4 (Severe Storm),Severe,Strong Correlation,M1.6 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -6.0 nT)"
202412301827,M1.7,2024-12-30 18:33:00,1.7e-05,15.0,,8.0,-6.0,G4 (Severe Storm),Severe,Strong Correlation,M1.7 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -6.0 nT)"
202412302235,M1.0,2024-12-30 22:41:00,1e-05,12.0,,8.0,-6.0,G4 (Severe Storm),Severe,Strong Correlation,M1.0 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -6.0 nT)"
202412310450,M1.0,2024-12-31 05:00:00,1e-05,15.0,,8.0,-128.0,G4 (Severe Storm),Severe,Strong Correlation,M1.0 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -128.0 nT)"
202412312109,M2.1,2024-12-31 21:51:00,2.1e-05,20.0,,8.0,-128.0,G4 (Severe Storm),Severe,Strong Correlation,M2.1 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -128.0 nT)"
202412312202,M2.7,2024-12-31 22:18:00,2.7e-05,35.0,,8.0,-128.0,G4 (Severe Storm),Severe,Strong Correlation,M2.7 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -128.0 nT)"
202412312246,M2.9,2024-12-31 22:50:00,2.9e-05,8.0,,8.0,-128.0,G4 (Severe Storm),Severe,Strong Correlation,M2.9 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -128.0 nT)"
202501010435,M1.1,2025-01-01 04:45:00,1.1e-05,26.0,,8.0,-128.0,G4 (Severe Storm),Severe,Strong Correlation,M1.1 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -128.0 nT)"
202501011512,M1.0,2025-01-01 15:24:00,1e-05,30.0,,8.0,-128.0,G4 (Severe Storm),Severe,Strong Correlation,M1.0 Solar Flare,"G4 (Severe Storm) (Kp max: 8.0, Dst min: -128.0 nT)"
202501011805,M1.2,2025-01-01 18:17:00,1.2e-05,22.0,,6.333,-128.0,G2 (Moderate Storm),Severe,Strong Correlation,M1.2 Solar Flare,"G2 (Moderate Storm) (Kp max: 6.3, Dst min: -128.0 nT)"
202501012132,M1.1,2025-01-01 21:41:00,1.1e-05,13.0,,4.667,-128.0,No Storm,Severe,Strong Correlation,M1.1 Solar Flare,"No Storm (Kp max: 4.7, Dst min: -128.0 nT)"
202501021718,M1.1,2025-01-02 17:40:00,1.1e-05,40.0,,5.0,-62.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.1 Solar Flare,"G1 (Minor Storm) (Kp max: 5.0, Dst min: -62.0 nT)"
202501031129,X1.2,2025-01-03 11:39:00,0.00012,19.0,,5.333,-80.0,G1 (Minor Storm),Moderate,Moderate Correlation,X1.2 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -80.0 nT)"
202501032154,M2.3,2025-01-03 22:12:00,2.3e-05,32.0,,5.333,-80.0,G1 (Minor Storm),Moderate,Moderate Correlation,M2.3 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -80.0 nT)"
202501032232,X1.1,2025-01-03 22:41:00,0.00011,18.0,,5.333,-80.0,G1 (Minor Storm),Moderate,Moderate Correlation,X1.1 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -80.0 nT)"
202501032314,M1.9,2025-01-03 23:24:00,1.9e-05,18.0,,5.333,-80.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.9 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -80.0 nT)"
202501032350,M5.9,2025-01-03 23:56:00,5.900000000000001e-05,14.0,,5.333,-80.0,G1 (Minor Storm),Moderate,Moderate Correlation,M5.9 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -80.0 nT)"
202501040034,M1.5,2025-01-04 00:36:00,1.5000000000000002e-05,6.0,,5.333,-80.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.5 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -80.0 nT)"
202501040458,M7.7,2025-01-04 05:18:00,7.7e-05,28.0,,5.333,-80.0,G1 (Minor Storm),Moderate,Moderate Correlation,M7.7 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -80.0 nT)"
202501041235,X1.8,2025-01-04 12:48:00,0.00018,20.0,,5.333,-80.0,G1 (Minor Storm),Moderate,Moderate Correlation,X1.8 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -80.0 nT)"
202501042308,M2.1,2025-01-04 23:26:00,2.1e-05,27.0,,4.333,-80.0,No Storm,Moderate,Moderate Correlation,M2.1 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -80.0 nT)"
202501050214,M4.1,2025-01-05 02:39:00,4.1e-05,41.0,,4.333,-66.0,No Storm,Moderate,Moderate Correlation,M4.1 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -66.0 nT)"
202501050704,M2.1,2025-01-05 07:18:00,2.1e-05,36.0,,4.333,-66.0,No Storm,Moderate,Moderate Correlation,M2.1 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -66.0 nT)"
202501050908,M4.1,2025-01-05 09:36:00,4.1e-05,42.0,,4.333,-43.0,No Storm,Low,No Significant Response,M4.1 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -43.0 nT)"
202501051519,M2.5,2025-01-05 15:37:00,2.5e-05,23.0,,4.333,-43.0,No Storm,Low,No Significant Response,M2.5 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -43.0 nT)"
202501060130,M3.1,2025-01-06 01:52:00,3.1e-05,37.0,,3.667,-43.0,No Storm,Low,No Significant Response,M3.1 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -43.0 nT)"
202501060335,M1.4,2025-01-06 03:50:00,1.4e-05,18.0,,3.667,-43.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -43.0 nT)"
202501061612,M4.9,2025-01-06 16:24:00,4.9000000000000005e-05,17.0,,3.667,-37.0,No Storm,Low,No Significant Response,M4.9 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -37.0 nT)"
202501072235,M1.1,2025-01-07 23:05:00,1.1e-05,66.0,,3.667,-37.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -37.0 nT)"
202501090018,M1.1,2025-01-09 00:26:00,1.1e-05,14.0,,4.0,-39.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -39.0 nT)"
202501170201,M1.3,2025-01-17 02:11:00,1.3e-05,15.0,,4.0,-37.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -37.0 nT)"
202501170308,M1.1,2025-01-17 03:20:00,1.1e-05,25.0,,4.0,-37.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -37.0 nT)"
202501170910,M2.0,2025-01-17 09:19:00,2e-05,11.0,,4.0,-31.0,No Storm,Low,No Significant Response,M2.0 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -31.0 nT)"
202501171119,M1.5,2025-01-17 11:37:00,1.5000000000000002e-05,29.0,,4.0,-31.0,No Storm,Low,No Significant Response,M1.5 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -31.0 nT)"
202501171324,M7.4,2025-01-17 13:35:00,7.400000000000001e-05,14.0,,4.0,-31.0,No Storm,Low,No Significant Response,M7.4 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -31.0 nT)"
202501171842,M2.1,2025-01-17 18:50:00,2.1e-05,21.0,3964.0,4.0,-31.0,No Storm,Low,No Significant Response,M2.1 Solar Flare (AR 3964),"No Storm (Kp max: 4.0, Dst min: -31.0 nT)"
202501171944,M1.8,2025-01-17 19:49:00,1.8e-05,10.0,3964.0,4.0,-31.0,No Storm,Low,No Significant Response,M1.8 Solar Flare (AR 3964),"No Storm (Kp max: 4.0, Dst min: -31.0 nT)"
202501172200,M1.0,2025-01-17 22:05:00,1e-05,13.0,3964.0,4.0,-31.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 3964),"No Storm (Kp max: 4.0, Dst min: -31.0 nT)"
202501180044,M1.7,2025-01-18 00:58:00,1.7e-05,18.0,3964.0,3.667,-31.0,No Storm,Low,No Significant Response,M1.7 Solar Flare (AR 3964),"No Storm (Kp max: 3.7, Dst min: -31.0 nT)"
202501180300,M1.1,2025-01-18 03:07:00,1.1e-05,14.0,,3.667,-31.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -31.0 nT)"
202501190328,M2.4,2025-01-19 03:32:00,2.4e-05,6.0,,4.333,-31.0,No Storm,Low,No Significant Response,M2.4 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -31.0 nT)"
202501211008,M3.3,2025-01-21 10:39:00,3.3e-05,51.0,3967.0,3.333,-24.0,No Storm,Low,No Significant Response,M3.3 Solar Flare (AR 3967),"No Storm (Kp max: 3.3, Dst min: -24.0 nT)"
202501221045,M1.3,2025-01-22 11:08:00,1.3e-05,49.0,3961.0,3.667,-19.0,No Storm,Low,No Significant Response,M1.3 Solar Flare (AR 3961),"No Storm (Kp max: 3.7, Dst min: -19.0 nT)"
202501242048,M2.7,2025-01-24 21:04:00,2.7e-05,28.0,3961.0,2.333,-19.0,No Storm,Low,No Significant Response,M2.7 Solar Flare (AR 3961),"No Storm (Kp max: 2.3, Dst min: -19.0 nT)"
202501270752,M2.6,2025-01-27 08:12:00,2.6e-05,40.0,,3.667,-25.0,No Storm,Low,No Significant Response,M2.6 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -25.0 nT)"
202501281941,M1.7,2025-01-28 19:45:00,1.7e-05,7.0,,3.667,-25.0,No Storm,Low,No Significant Response,M1.7 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -25.0 nT)"
202501290336,M1.0,2025-01-29 04:08:00,1e-05,44.0,,2.667,-18.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -18.0 nT)"
202501310548,M1.0,2025-01-31 06:10:00,1e-05,31.0,,4.333,-21.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -21.0 nT)"
202501311340,M6.7,2025-01-31 14:06:00,6.7e-05,44.0,3978.0,4.333,-21.0,No Storm,Low,No Significant Response,M6.7 Solar Flare (AR 3978),"No Storm (Kp max: 4.3, Dst min: -21.0 nT)"
202501312014,M1.8,2025-01-31 20:23:00,1.8e-05,13.0,3977.0,4.333,-21.0,No Storm,Low,No Significant Response,M1.8 Solar Flare (AR 3977),"No Storm (Kp max: 4.3, Dst min: -21.0 nT)"
202502011314,M2.4,2025-02-01 13:19:00,2.4e-05,8.0,,4.333,-21.0,No Storm,Low,No Significant Response,M2.4 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -21.0 nT)"
202502021001,M3.0,2025-02-02 10:12:00,3.0000000000000004e-05,19.0,,4.333,-16.0,No Storm,Low,No Significant Response,M3.0 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -16.0 nT)"
202502021241,M1.4,2025-02-02 12:50:00,1.4e-05,18.0,,4.333,-16.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -16.0 nT)"
202502021358,M5.1,2025-02-02 14:04:00,5.1e-05,9.0,,4.333,-16.0,No Storm,Low,No Significant Response,M5.1 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -16.0 nT)"
202502021508,M1.2,2025-02-02 15:13:00,1.2e-05,7.0,,4.333,-16.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -16.0 nT)"
202502021521,M2.7,2025-02-02 15:33:00,2.7e-05,21.0,,4.333,-16.0,No Storm,Low,No Significant Response,M2.7 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -16.0 nT)"
202502022309,M4.1,2025-02-02 23:24:00,4.1e-05,32.0,,1.667,-16.0,No Storm,Low,No Significant Response,M4.1 Solar Flare,"No Storm (Kp max: 1.7, Dst min: -16.0 nT)"
202502030331,M1.0,2025-02-03 03:47:00,1e-05,20.0,,1.667,-9.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 1.7, Dst min: -9.0 nT)"
202502030352,M8.8,2025-02-03 03:58:00,8.800000000000001e-05,11.0,,1.667,-9.0,No Storm,Low,No Significant Response,M8.8 Solar Flare,"No Storm (Kp max: 1.7, Dst min: -9.0 nT)"
202502030426,M1.0,2025-02-03 04:32:00,1e-05,10.0,,1.667,-9.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 1.7, Dst min: -9.0 nT)"
